Game Title	Year Published	Question Category	Difficulty (easy, medium, hard, children)	Type (true or false, multiple choice)	Value (points)	Question	Correct	Incorrect 1	Incorrect 2	Incorrect 3
Seek	1958	Doctrine & Organization	Easy	Traditional	10	What gift do members of the Church have which will help them overcome weakness, understand the teachings of God and gain greater testimony of the truth?	Gifts of the Holy Ghost			
Seek	1958	Doctrine & Organization	Medium	Traditional	10	Complete the second Article of Faith, "We believe that men will be punished for ____ (3 words), and not for Adam's transgression	Their own sins			
Seek	1958	Doctrine & Organization	Medium	Multiple Choice	10	People who have not had an opportunity to accept the gosepl in this life will be given an opportunity after they are dead	TRUE	FALSE		
Seek	1958	Doctrine & Organization	Children	Traditional	5	What percentage of one's income is a tithe?	Ten Percent			
Seek	1958	Doctrine & Organization	Easy	Traditional	5	What did the Lord send in answer to prayer to stop crickets from detroying the crops of the pioneers in Utah?	Seagulls			
Seek	1958	Doctrine & Organization	Hard	Traditional	25	State the fifth Article of Faith	We believe that a man must be called of God, by prophecy, and by the laying on of hands, by those who are in authority to preach the Gospel and administer in the ordinances thereof			
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What night is set aside for Family Home Evening?	Monday Night	Every Night	Relief Society Night	Sunday Night
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "We bow our heads and close our ______."	Eyes	Books	Day	Sharing Time
Who Wants to Be a Celestial Heir?Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	The Lord saved Daniel from ______?	Lions	Bears	Tigers	Apes
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Who did Cain kill?	Abel	Nephi	Moses	Aaron
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jonah was swallowed by a ______?	Whale	Monster	Seagull	Dinosaur
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What did Noah build?	Ark	House	Bridge	Airplane
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Who was Joseph Smith Jr.'s father?	Joseph Smith Sr.	Abraham	Aaron	Adam
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Who was the last phrophet of the Book of Mormon?	Moroni	Nephi	Alma	Mormon
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What did Moses part?	The Red Sea	The crowd	Bread	His hair
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Adam and Eve partook of the forbidden ______?	Fruit	Carrot	Sandwich	Brownie
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Nephi cut off Laban's ______?	Head	Hair	Arm	Toenails
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Nephi crossed the ocean on a what?	Boat	Frequent Flyer Miles	Titanic	Train
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus wants me for a what?	Sunbeam	Ultraviolet Ray	Marine	Tree of Life
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Ammon slew the robbers to protect the king's what?	Sheep	Daughter	Jewels	Car
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	When we're in the chapel we should ______.	Be reverent	Have a party	Have dinner	Run to the front
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	When we're eight years old we can get ______.	Baptized	Rich	Ordained	Born
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	If you earn a dime how much tithing should you pay?	A penny	A dime	Two pennies	A nickel
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Who is the leader of the Ward?	The Bishop	The Relief Society President	The Soulmaster	The Primary President
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	The ten commandments were carved on what?	Stone	Gold	Wood	Clay
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Samuel the Lamanite preached from the top of what?	A wall	A house	A rock	A tree
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus was resurrected on which day of the week?	Sunday	Friday	Saturday	Monday
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What should we wear when we go to sacrament meeting?	Best dress	Swimsuit	Work clothes	Jogging outfit
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What does the sacrament bread represent?	Christ's body	The clouds	Christ's blood	Heaven
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	How many times per year is General Conference?	Two	One	Three	Four
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	We go to the temple to ______?	Get married	Play games	Race cars	Plant flowers
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	How much is tithing?	10%	20%	5%	12%
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What do elders put on the heads of sick people?	Consecrated oil	Band Aids	Ball caps	Water
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "I am a child of ______."	God	My father's	The universe	The new generation
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Who was president of the Church in 2000?	Gordon B. Hinkley	Thomas S. Monson	Howard W. Hunter	Boyd K. Packer
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	From the hymnal fill in the blank: "The Spirit of God like a ______ is burning."	Fire	Light	Sun	Log
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Nephi was a commanded to build a ______?	Ship	House	Coffin	Trail
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	From the Primary Children's' Song Book, finish this line: "Thanks to our Fahter we will bring, for he gives us ______."	Everything	Lovely things	The Church	Blessings
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	From the Children's Songbook, complete this sentence, "The golden plates lay hidden deep in the ______?	Mountain side	Wall of China	Ocean	Heavens
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	At the last supper Jesus washed the disciples" ______?	Feet	Faces	Dishes	Eyes
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus told the Nephites to believe in him, to repent and keep his______?	Commandments	Jewelry	Sandels	Hat
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	The prayers of the faithful shall be ______.	Heard	Ignored	Stopped	Sad
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	He that hath ______ hands and a pure heart shall stand in the Lord's holy place.	Clean	Big	Funny	Purple
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	When we take the sacrament, who are we to remember?	Jesus	Our friends	Our family	Our teachers
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What does LDS stand for?	Latter-day Saints	Latter-day Secrets	Lots of Donut Sprinkles	Love Does Something
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Who led the Mormons to Utah?	Brigham Young	Moses	Joseph Smith	Gordan B. Hinkley
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	What does CTR mean?	Choose the right	Choose the rich	Clean the refridgerator	Catch the robber
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Where do the missionaries go for training to begin their missions?	MTC	BYU	Church office building	Harvard University
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Adam's wife was ______?	Eve	Mary	Rebeccah	Jane
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus loves ______?	Little children	Sins	Evil	Lies
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus died on a ______?	Cross	Carpet	Train	Bed
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus' mother's name is ______?	Mary	Joseph	Sarah	Margaret
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus is Heavenly Father's ______?	Son	Brother	Father	Uncle
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	We pray to ______?	Heavenly Father	The Bishop	Adam	Nephi
Who Wants to Be a Celestial Heir?	2000	1	Children	Multiple Choice	N/A	Jesus died to pay for our ______?	Sins	House	Car	Tithing
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	How many days before Christ rose from the dead?	3	2	4	5
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "Do as I'm doing ____ ____ ____."	Follow, follow me	Stomp your feet	Roll your arms	Nod your head
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "Book of Mormon stories that my ______ tells to me."	Teacher	Mother	Bishop	Friends
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "Our primary colors are one, two, three-- Red, ____, and Blue."	Yellow	Purple	Green	Pink
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	According to Nephi, what were his parents like?	Goodly	Nice	Mean	Old
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "Saturday is a special day. It's the day we get ready for ______."	Sunday	Saturday	Tuesday	Monday
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	What is the first principle or ordinance of the gospel?	Faith	Repentence	Baptism	The gift of the Holy Ghost
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Which of the following do we NOT believe is a gift from Heavenly Father?	Fortune telling	Prophecy	Visions	Healings
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	How many apostles did Jesus have?	12	10	8	6
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Who baptized Jesus in the River Jordan?	John	Zoram	Adam	Moroni
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Who is not Lehi's son?	Zoram	Nephi	Laman	Sam
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	From the hymnal, complete this line, "And should we die before our journey's through ______."	Happy day! All is Well!	Far away, in the west	Then we know where to rest	Here we go, to the sky
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	Who is the "Son of God"	Jesus Christ	Joseph	Abraham	Alma
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	From the hymnal, complete this sentence, "Praise to the man who communed with ______."	Jehovah	Our Fahter	The Holy Ghost	Our Prophet
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "I am a child of God, and he has sent me ______."	Here	Near	Blessings	Parents
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	From the Primary Children's Song Book, finish this line: "If you chance to meet a frown, do not let it stay, quickly turn it ______."	Upside down	Inside out	All around	To the right
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Name the village where Jesus was born.	Bethlehem	Jerusalem	Galilee	Zion
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	In whose image did God create man and woman?	In his own image	The image of Adam	The image of the animals	The image of David
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Who deceived Eve in the Garden of Eden?	Lucifer	Adam	Cain	Abel
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Finish the name of the book: The Pearl of Great ______.	Price	Worth	Value	Power
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Who was Sam and Nephi's Father?	Lehi	Laman	Samuel	David
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Name Lehi's two rebellious sons.	Laman & Lemuel	Sam & Nephi	Laban & Zoram	Ishmael & Jacob
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	Who taught the Nephites about the sacrament?	Jesus	Nephi	Jarom	Omni
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	What was Jonah swallowed by?	A great fish	A dinosaur	A seagull	A monster
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	Whose son is Cain?	Adam	Joseph	Noah	Ham
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	Whose son is Abel?	Adam	Enoch	Abraham	Shem
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Who did God command to build the Ark?	Noah	Adam	Ham	Terah
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	What does CTR stand for?	Choose the right	Catch the robber	Contain the river	Can the ruckus
Who Wants to Be a Celestial Heir?	2000	2	Children	Multiple Choice	N/A	Why did the Lord cause the great flood?	The Earth was filled with evil and violence	The people needed baths	The plants were dying of thirst	He wanted to prove His power
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	During the flood at the time of Noah, how many days and nights did it rain?	40	30	15	120
Who Wants to Be a Celestial Heir?	2000	2	Medium	Multiple Choice	N/A	Fill in the blank "...he shall consecrate this afflictions for thy _____."	Gain	Good	Sake	Experience
Who Wants to Be a Celestial Heir?	2000	2	Easy	Multiple Choice	N/A	Fill in the blank. "______ in the Lord."	Trust	Peace	Rejoice	Health
